Rank,Title,Author,Rating,Number of Ratings,Date,Description,Reviews,Pages,Cover Type,Score
147,"The Cat in the Hat (The Cat in the Hat, #1)",Dr. Seuss,4.19,"552,521","First published March 12, 1957",A dreary day turns into a wild romp when this beloved story introduces readers to the ,"7,311",61,Hardcover,"130,903"
157,"Insurgent (Divergent, #2)",Veronica Roth,3.97,"1,535,571","First published May 1, 2012","One choice can transform you—or it can destroy you. But every choice has consequences, and as unrest surges in the factions all around her, Tris Prior must continue trying to save those she loves—and herself—while grappling with haunting questions of grief and forgiveness, identity and loyalty, politics and love.","64,344",525,Hardcover,"114,213"
145,The Divine Comedy,Dante Alighieri,4.08,"157,563","First published January 1, 1320","Translated in this edition by Allen Mandelbaum, ","6,550",798,Hardcover,"131,590"
146,Watchmen,Alan             Moore,4.38,"567,704","First published January 1, 1987","This Hugo Award-winning graphic novel chronicles the fall from grace of a group of super-heroes plagued by all-too-human failings. Along the way, the concept of the super-hero is dissected as the heroes are stalked by an unknown assassin.","17,841",416,Paperback,"131,132"
142,The Five People You Meet in Heaven,Mitch Albom,3.99,"739,212","First published September 1, 2003","From the author of the phenomenal #1 New York Times bestseller Tuesdays with Morrie, a novel that explores the unexpected connections of our lives, and the idea that heaven is more than a place; it's an answer. ","30,025",196,Paperback,"133,501"
144,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,4.48,"1,005,313","First published September 29, 2015",: a bustling hub of international trade where anything can be had for the right price—and no one knows that better than criminal prodigy Kaz Brekker. Kaz is offered a chance at a deadly heist that could make him rich beyond his wildest dreams. But he can’t pull it off alone...,"108,475",465,Hardcover,"132,324"
140,Fight Club,Chuck Palahniuk,4.18,"605,912","First published August 17, 1996","Chuck Palahniuk showed himself to be his generation’s most visionary satirist in this, his first book. ","23,223",224,Paperback,"137,211"
138,Perfume: The Story of a Murderer,Patrick Süskind,4.04,"489,742","First published February 26, 1985","An acclaimed bestseller and international sensation, Patrick Suskind's classic novel provokes a terrifying examination of what happens when one man's indulgence in his greatest passion—his sense of smell—leads to murder.","27,423",263,Paperback,"139,862"
143,A Story of Yesterday,Sergio Cobo,4.57,"13,404","First published March 6, 2014",A Story of Yesterday is a concise and straight punch to the jaw of life.,381,70,Kindle Edition,"132,600"
136,Where the Red Fern Grows,Wilson Rawls,4.12,"415,663","First published January 1, 1961","A loving threesome, they ranged the dark hills and river bottoms of Cherokee County. Old Dan had the brawn, Little Ann had the brains—and Billy had the will to train them to be the finest hunting team in the valley. Glory and victory were coming to them, but sadness waited too. And close by was the strange and wonderful power that's only found...","14,452",272,Mass Market Paperback,"142,754"
137,In Cold Blood,Truman Capote,4.09,"677,510","First published January 1, 1959","On November 15, 1959, in the small town of Holcomb, Kansas, four members of the Clutter family were savagely murdered by blasts from a shotgun held a few inches from their faces. There was no apparent motive for the crime, and there were almost no clues. ","25,052",343,Paperback,"140,490"
133,The Name of the Rose,Umberto Eco,4.14,"372,429","First published January 1, 1980","The year is 1327. Franciscans in a wealthy Italian abbey are suspected of heresy, and Brother William of Baskerville arrives to investigate. When his delicate mission is suddenly overshadowed by seven bizarre deaths, Brother William turns to the logic of Aristotle, the theology of Aquinas, and the empirical insights of Roger Bacon to find the killer. He collects evidence, deciphers secret symbols and coded manuscripts, and digs into the eerie labyrinth of the abbey (“where the most interesting things happen at night”) armed with a wry sense of humor and a ferocious curiosity.","13,601",552,Paperback,"146,224"
139,The Scarlet Letter,Nathaniel Hawthorne,3.43,"878,490","First published March 16, 1850","Set in 17th-century Puritan Boston, Massachusetts, during the years 1642 to 1649, it tells the story of Hester Prynne, who conceives a daughter through an affair and will not reveal her lover’s identity. The scarlet letter A (for adultery) she has to wear on her clothes, along with her public shaming, is her punishment for her sin and her secrecy. She struggles to create a new life of repentance and dignity. Throughout the book, Hawthorne explores themes of legalism, sin, and guilt.","21,158",279,Paperback,"138,236"
134,"Holes (Holes, #1)",Louis Sachar,4.00,"1,242,983","First published August 20, 1998","Stanley Yelnats is under a curse. A curse that began with his no-good-dirty-rotten-pig-stealing-great-great-grandfather and has since followed generations of Yelnats. Now Stanley has been unjustly sent to a boys’ detention center, Camp Green Lake, where the boys build character by spending all day, every day digging holes exactly five feet wide and five feet deep. There is no lake at Camp Green Lake. But there are an awful lot of holes.","27,628",272,Paperback,"143,166"
131,The Unbearable Lightness of Being,Milan Kundera,4.11,"489,849","First published January 1, 1984",In ,"27,416",314,Paperback,"147,763"
129,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,4.24,"2,878,030","First published October 16, 1950","Narnia… the land beyond the wardrobe door, a secret place frozen in eternal winter, a magical country waiting to be set free.","35,083",206,Paperback,"153,293"
141,American Gods,Neil Gaiman,4.11,"953,503","First published June 19, 2001","Days before his release from prison, Shadow's wife, Laura, dies in a mysterious car crash. Numbly, he makes his way back home. On the plane, he encounters the enigmatic Mr Wednesday, who claims to be a refugee from a distant war, a former god and the king of America.","48,529",635,Kindle Edition,"137,207"
132,On the Road,Jack Kerouac,3.61,"420,133","First published September 5, 1957","A quintessential novel of America & the Beat Generation On the Road chronicles Jack Kerouac's years traveling the N. American continent with his friend Neal Cassady, ""a sideburned hero of the snowy West."" As ""Sal Paradise"" & ""Dean Moriarty,"" the two roam the country in a quest for self-knowledge & experience. Kerouac's love of America, compassion for humanity & sense of language as jazz combine to make On the Road an inspirational work of lasting importance. This classic novel of freedom & longing defined what it meant to be ""Beat"" & has inspired every generation since its initial publication.","20,596",307,Paperback,"146,524"
135,"The Godfather (The Godfather, #1)",Mario Puzo,4.39,"431,711","First published March 10, 1969",The Godfather—the epic tale of crime and betrayal that became a global phenomenon.,"13,436",448,Paperback,"142,873"
125,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",Roald Dahl,4.16,"870,143","First published January 17, 1964",Charlie Bucket's wonderful adventure begins when he finds one of Mr. Willy Wonka's precious Golden Tickets and wins a whole day inside the mysterious chocolate factory. Little does he know the surprises that are in store for him!,"17,135",176,Paperback,"158,835"
126,The Adventures of Tom Sawyer,Mark Twain,3.92,"956,596","First published June 1, 1876","The Adventures of Tom Sawyer revolves around the youthful adventures of the novel's schoolboy protagonist, Thomas Sawyer, whose reputation precedes him for causing mischief and strife. Tom lives with his Aunt Polly, half-brother Sid, and cousin Mary in the quaint town of St. Petersburg, just off the shore of the Mississippi River. St. Petersburg is described as a typical small-town atmosphere where the Christian faith is predominant, the social network is close-knit, and familiarity resides. ","14,411",244,Paperback,"158,458"
130,Tuesdays with Morrie,Mitch Albom,4.18,"1,066,244","First published August 18, 1997","Maybe it was a grandparent, or a teacher or a colleague. Someone older, patient and wise, who understood you when you were young and searching, and gave you sound advice to help you make your way through it. For Mitch Albom, that person was Morrie Schwartz, his college professor from nearly twenty years ago.","42,652",210,Paperback,"151,008"
127,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.89,"1,509,333","First published July 31, 2003","Christopher John Francis Boone knows all the countries of the world and their capitals and every prime number up to 7,057. He relates well to animals but has no understanding of human emotions. He cannot stand to be touched. And he detests the color yellow. This improbable story of Christopher’s quest to investigate the suspicious death of a neighborhood dog makes for one of the most captivating, unusual, and widely heralded novels in recent years.","57,235",226,Paperback,"153,500"
